nama_makanan,kategori_makanan,jenis_kemasan,lokasi_penyimpanan,sudah_terbuka,hari_berakhir,hari_sejak_dibuka,sisa_hari,label,cara_simpan
Biskuit Oatmeal,Produk Kering,Plastik,Suhu Ruang,0,5,0,5,Segera,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Uht Low Fat,Produk Olahan Susu,Karton,Pendingin,0,15,0,15,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruang,0,240,0,240,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jus Jeruk,Produk Minuman,Karton,Pendingin,0,12,0,12,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Nugget Ikan,Produk Protein,Plastik,Pembeku,1,4,5,-2,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Suhu Ruang,1,241,4,-2,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,1,146,9,21,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sereal Granola,Produk Kering,Karton,Suhu Ruang,0,500,0,161,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Almond,Produk Olahan Susu,Karton,Pendingin,0,61,0,61,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Rambutan Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,432,1,2,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Susu Uht Low Fat,Produk Olahan Susu,Karton,Pendingin,0,43,0,43,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Soda Lemon,Produk Minuman,Kaleng,Suhu Ruang,1,83,2,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,263,5,-4,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Biskuit Oreo,Produk Kering,Plastik,Suhu Ruang,0,-10,0,167,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,0,54,0,54,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sosis Frozen,Produk Protein,Plastik,Pembeku,0,122,0,122,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Sosis Bebek,Produk Protein,Plastik,Pendingin,0,78,0,78,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Ikan Tuna,Produk Kaleng,Kaleng,Suhu Ruang,0,402,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,0,305,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,0,500,0,14,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Nugget Sayuran,Produk Protein,Plastik,Pembeku,0,28,0,28,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Keju Mozzarella,Produk Olahan Susu,Plastik,Pendingin,1,51,2,5,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sosis Ayam,Produk Protein,Plastik,Pendingin,1,33,9,-4,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Jus Jambu,Produk Minuman,Karton,Pendingin,1,167,6,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,1,58,3,4,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,1,159,5,-5,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,1,144,2,1,Segera,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Suhu Ruang,1,295,7,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Keju Edam,Produk Olahan Susu,Plastik,Pendingin,0,131,0,131,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Uht Vanila,Produk Olahan Susu,Karton,Pendingin,0,51,0,51,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Pendingin,1,9,8,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Jus Jeruk,Produk Minuman,Karton,Pendingin,1,45,6,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,21,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sereal Granola,Produk Kering,Karton,Suhu Ruang,1,128,12,6,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,0,59,0,59,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,1,222,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Keju Cream Cheese,Produk Olahan Susu,Karton,Pendingin,1,32,5,9,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,1,187,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,0,185,0,185,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Nugget Tempe,Produk Protein,Plastik,Pembeku,1,59,8,-5,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Keju Parmesan,Produk Olahan Susu,Plastik,Pendingin,1,215,9,21,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Pendingin,1,-10,8,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Yogurt Plain,Produk Olahan Susu,Plastik,Pendingin,1,2,2,2,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Nugget Sapi,Produk Protein,Plastik,Pembeku,1,160,3,0,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Pendingin,0,500,12,-3,Kadaluwarsa,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Teh Lemon,Produk Minuman,Karton,Suhu Ruang,0,36,0,36,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Keju Cream Cheese,Produk Olahan Susu,Karton,Pendingin,0,16,0,16,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Nugget Sapi,Produk Protein,Plastik,Pembeku,1,144,4,-1,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,0,127,0,127,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sosis Frozen,Produk Protein,Plastik,Pembeku,1,139,5,-2,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruang,1,218,2,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Susu Uht Vanila,Produk Olahan Susu,Karton,Pendingin,0,210,0,210,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Jus Mangga,Produk Minuman,Karton,Pendingin,1,142,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Air Soda,Produk Minuman,Plastik,Suhu Ruang,1,258,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,1,173,12,-5,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Nugget Ikan,Produk Protein,Plastik,Pembeku,1,155,6,-3,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Teh Tarik,Produk Minuman,Karton,Pendingin,1,181,3,-2,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Jus Jeruk,Produk Minuman,Karton,Pendingin,1,97,10,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sosis Ayam,Produk Protein,Plastik,Pendingin,1,14,10,-5,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Nugget Ayam,Produk Protein,Plastik,Pembeku,0,26,0,26,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Pendingin,1,12,2,1,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Susu Almond,Produk Olahan Susu,Karton,Pendingin,0,195,0,195,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Biskuit Oreo,Produk Kering,Plastik,Suhu Ruang,0,28,0,28,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Lemon,Produk Minuman,Kardus,Suhu Ruang,1,73,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Yogurt Mangga,Produk Olahan Susu,Plastik,Pendingin,1,30,5,-2,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,0,183,0,183,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jus Mangga,Produk Minuman,Karton,Pendingin,1,180,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Keju Cheddar,Produk Olahan Susu,Plastik,Pendingin,1,138,10,4,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,1,129,9,-2,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sosis Frozen,Produk Protein,Plastik,Pembeku,0,50,0,50,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Susu Uht Low Fat,Produk Olahan Susu,Karton,Pendingin,0,98,0,98,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,284,8,-5,Kadaluwarsa,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sosis Ikan,Produk Protein,Plastik,Pendingin,1,38,2,1,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,1,5,2,-2,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,0,312,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Plain,Produk Olahan Susu,Plastik,Pendingin,0,21,0,21,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Keju Mozzarella,Produk Olahan Susu,Plastik,Pendingin,1,-5,7,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Biskuit Sandwich,Produk Kering,Plastik,Suhu Ruang,0,149,0,149,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,0,114,0,114,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Suhu Ruang,0,448,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Rambutan Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,93,0,93,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,204,5,-4,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,0,268,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,44,5,-4,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Jus Sirsak,Produk Minuman,Karton,Pendingin,1,25,3,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,0,121,0,121,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sosis Ayam,Produk Protein,Plastik,Pendingin,0,10,0,10,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Jus Apel,Produk Minuman,Karton,Pendingin,0,138,0,138,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,0,27,0,27,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Pendingin,1,242,12,1,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Leci Dalam Sirup,Produk Kaleng,Kaleng,Suhu Ruang,1,161,3,0,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Nugget Sapi,Produk Protein,Plastik,Pembeku,1,115,2,1,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Pendingin,0,317,0,250,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Air Mineral,Produk Minuman,Plastik,Suhu Ruang,0,485,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,0,293,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sereal Cornflakes,Produk Kering,Karton,Suhu Ruang,0,351,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,0,276,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Mentega,Produk Kering,Kaleng,Suhu Ruang,0,27,0,27,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Buah Cocktail,Produk Kaleng,Kaleng,Suhu Ruang,1,115,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,1,247,5,-5,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruang,0,350,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Cola Zero Sugar,Produk Minuman,Kaleng,Suhu Ruang,1,269,2,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Jus Anggur,Produk Minuman,Botol Kaca,Pendingin,1,5,9,-4,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sosis Frozen,Produk Protein,Plastik,Pembeku,0,83,0,83,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Sosis Ayam,Produk Protein,Plastik,Pendingin,1,6,6,-1,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Persik Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,483,1,2,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,0,500,3,-2,Kadaluwarsa,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Nugget Ayam,Produk Protein,Plastik,Pembeku,1,29,2,1,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,1,63,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Susu Almond,Produk Olahan Susu,Karton,Pendingin,0,258,0,250,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,0,149,0,149,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,0,277,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Keju Mozzarella,Produk Olahan Susu,Plastik,Pendingin,1,56,7,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Pendingin,0,441,0,250,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,1,231,4,-4,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Yogurt Blueberry,Produk Olahan Susu,Plastik,Pendingin,1,4,2,1,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Kedelai,Produk Olahan Susu,Karton,Pendingin,0,95,0,95,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Suhu Ruang,0,196,0,-50,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Mangga,Produk Olahan Susu,Plastik,Pendingin,1,24,8,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Minuman Energi,Produk Minuman,Kaleng,Suhu Ruang,1,258,6,-5,Kadaluwarsa,"Setelah dibuka, pastikan kemasan tertutup sangat rapat dan simpan di tempat yang sejuk."
Sosis Frozen,Produk Protein,Plastik,Pembeku,0,69,0,69,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Susu Uht Stroberi,Produk Olahan Susu,Karton,Pendingin,0,11,0,11,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Jus Sirsak,Produk Minuman,Karton,Pendingin,0,56,0,56,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,0,294,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,0,149,0,149,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Oreo,Produk Kering,Plastik,Suhu Ruang,0,179,0,179,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,1,310,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Rambutan Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,500,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Yogurt Mangga,Produk Olahan Susu,Plastik,Pendingin,0,6,0,6,Segera,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,1,166,4,3,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sereal Granola,Produk Kering,Karton,Suhu Ruang,1,329,9,21,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,1,51,11,-4,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
